id;vigencia_inicio;valor;versao
2020, DATE '1983-06-01', 34776.00, 0
2021, DATE '1983-07-01', 34776.00, 0
2022, DATE '1983-08-01', 34776.00, 0
2023, DATE '1983-09-01', 34776.00, 0
2024, DATE '1983-10-01', 34776.00, 0
2025, DATE '1983-11-01', 57120.00, 0
2026, DATE '1983-12-01', 57120.00, 0
2027, DATE '1984-01-01', 57120.00, 0
2028, DATE '1984-02-01', 57120.00, 0
2029, DATE '1984-03-01', 57120.00, 0
2030, DATE '1984-04-01', 57120.00, 0
2031, DATE '1984-05-01', 97176.00, 0
2032, DATE '1984-06-01', 97176.00, 0
2033, DATE '1984-07-01', 97176.00, 0
2034, DATE '1984-08-01', 97176.00, 0
2035, DATE '1984-09-01', 97176.00, 0
2036, DATE '1984-10-01', 97176.00, 0
2037, DATE '1984-11-01', 166560.00, 0
2038, DATE '1984-12-01', 166560.00, 0
2039, DATE '1985-01-01', 166560.00, 0
2040, DATE '1985-02-01', 166560.00, 0
2041, DATE '1985-03-01', 166560.00, 0
2042, DATE '1985-04-01', 166560.00, 0
2043, DATE '1985-05-01', 333120.00, 0
2044, DATE '1985-06-01', 333120.00, 0
2045, DATE '1985-07-01', 333120.00, 0
2046, DATE '1985-08-01', 333120.00, 0
2047, DATE '1985-09-01', 333120.00, 0
2048, DATE '1985-10-01', 333120.00, 0
2049, DATE '1985-11-01', 600000.00, 0
2050, DATE '1985-12-01', 600000.00, 0
2051, DATE '1986-01-01', 600000.00, 0
2052, DATE '1986-02-01', 600000.00, 0
2053, DATE '1986-03-01', 804.00, 0
2054, DATE '1986-04-01', 804.00, 0
2055, DATE '1986-05-01', 804.00, 0
2056, DATE '1986-06-01', 804.00, 0
2057, DATE '1986-07-01', 804.00, 0
2058, DATE '1986-08-01', 804.00, 0
2059, DATE '1986-09-01', 804.00, 0
2060, DATE '1986-10-01', 804.00, 0
2061, DATE '1986-11-01', 804.00, 0
2062, DATE '1986-12-01', 804.00, 0
2063, DATE '1987-01-01', 964.80, 0
2064, DATE '1987-02-01', 964.80, 0
2065, DATE '1987-03-01', 1368.00, 0
2066, DATE '1987-04-01', 1368.00, 0
2067, DATE '1987-05-01', 1641.60, 0
2068, DATE '1987-06-01', 1969.92, 0
2069, DATE '1987-07-01', 1969.92, 0
2070, DATE '1987-08-01', 1970.00, 0
2071, DATE '1987-09-01', 2400.00, 0
2072, DATE '1987-10-01', 2640.00, 0
2073, DATE '1987-11-01', 3000.00, 0
2074, DATE '1987-12-01', 3600.00, 0
2075, DATE '1988-01-01', 4500.00, 0
2076, DATE '1988-02-01', 5280.00, 0
2077, DATE '1988-03-01', 6240.00, 0
2078, DATE '1988-04-01', 7260.00, 0
2079, DATE '1988-05-01', 8712.00, 0
2080, DATE '1988-06-01', 10368.00, 0
2081, DATE '1988-07-01', 12444.00, 0
2082, DATE '1988-08-01', 15552.00, 0
2083, DATE '1988-09-01', 18960.00, 0
2084, DATE '1988-10-01', 23700.00, 0
2085, DATE '1988-11-01', 30800.00, 0
2086, DATE '1988-12-01', 40425.00, 0
2087, DATE '1989-01-01', 54374.00, 0
2088, DATE '1989-02-01', 63.90, 0
2089, DATE '1989-03-01', 63.90, 0
2090, DATE '1989-04-01', 63.90, 0
2091, DATE '1989-05-01', 81.40, 0
2092, DATE '1989-06-01', 120.00, 0
2093, DATE '1989-07-01', 149.80, 0
2094, DATE '1989-08-01', 192.88, 0
2095, DATE '1989-09-01', 249.48, 0
2096, DATE '1989-10-01', 381.73, 0
2097, DATE '1989-11-01', 557.33, 0
2098, DATE '1989-12-01', 788.18, 0
2099, DATE '1990-01-01', 1283.95, 0
2100, DATE '1990-02-01', 2004.37, 0
2101, DATE '1990-03-01', 3674.06, 0
2102, DATE '1990-04-01', 3674.06, 0
2103, DATE '1990-05-01', 3674.06, 0
2104, DATE '1990-06-01', 3857.76, 0
2105, DATE '1990-07-01', 4904.76, 0
2106, DATE '1990-08-01', 5203.46, 0
2107, DATE '1990-09-01', 6056.31, 0
2108, DATE '1990-10-01', 6425.14, 0
2109, DATE '1990-11-01', 8329.55, 0
2110, DATE '1990-12-01', 8836.82, 0
2111, DATE '1991-01-01', 12325.60, 0
2112, DATE '1991-02-01', 15895.46, 0
2113, DATE '1991-03-01', 17000.00, 0
2114, DATE '1991-04-01', 17000.00, 0
2115, DATE '1991-05-01', 17000.00, 0
2116, DATE '1991-06-01', 17000.00, 0
2117, DATE '1991-07-01', 17000.00, 0
2118, DATE '1991-08-01', 17000.00, 0
2119, DATE '1991-09-01', 42000.00, 0
2120, DATE '1991-10-01', 42000.00, 0
2121, DATE '1991-11-01', 42000.00, 0
2122, DATE '1991-12-01', 42000.00, 0
2123, DATE '1992-01-01', 96037.33, 0
2124, DATE '1992-02-01', 96037.33, 0
2125, DATE '1992-03-01', 96037.33, 0
2126, DATE '1992-04-01', 96037.33, 0
2127, DATE '1992-05-01', 230000.00, 0
2128, DATE '1992-06-01', 230000.00, 0
2129, DATE '1992-07-01', 230000.00, 0
2130, DATE '1992-08-01', 230000.00, 0
2131, DATE '1992-09-01', 522186.94, 0
2132, DATE '1992-10-01', 522186.94, 0
2133, DATE '1992-11-01', 522186.94, 0
2134, DATE '1992-12-01', 522186.94, 0
2135, DATE '1993-01-01', 1250700.00, 0
2136, DATE '1993-02-01', 1250700.00, 0
2137, DATE '1993-03-01', 1709400.00, 0
2138, DATE '1993-04-01', 1709400.00, 0
2139, DATE '1993-05-01', 3303300.00, 0
2140, DATE '1993-06-01', 3303300.00, 0
2141, DATE '1993-07-01', 4639800.00, 0
2142, DATE '1993-08-01', 5534.00, 0
2143, DATE '1993-09-01', 9606.00, 0
2144, DATE '1993-10-01', 12024.00, 0
2145, DATE '1993-11-01', 15021.00, 0
2146, DATE '1993-12-01', 18760.00, 0
2147, DATE '1994-01-01', 32882.00, 0
2148, DATE '1994-02-01', 42829.00, 0
2149, DATE '1994-03-01', 60322.73, 0
2150, DATE '1994-04-01', 85776.78, 0
2151, DATE '1994-05-01', 121534.38, 0
2152, DATE '1994-06-01', 178172.50, 0
2153, DATE '1994-07-01', 64.79, 0
2154, DATE '1994-08-01', 64.79, 0
2155, DATE '1994-09-01', 70.00, 0
2156, DATE '1994-10-01', 70.00, 0
2157, DATE '1994-11-01', 70.00, 0
2158, DATE '1994-12-01', 70.00, 0
2159, DATE '1995-01-01', 70.00, 0
2160, DATE '1995-02-01', 70.00, 0
2161, DATE '1995-03-01', 70.00, 0
2162, DATE '1995-04-01', 70.00, 0
2163, DATE '1995-05-01', 100.00, 0
2164, DATE '1995-06-01', 100.00, 0
2165, DATE '1995-07-01', 100.00, 0
2166, DATE '1995-08-01', 100.00, 0
2167, DATE '1995-09-01', 100.00, 0
