c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
453, DATE '2010-09-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.41, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
454, DATE '2010-10-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
455, DATE '2010-11-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
456, DATE '2010-12-01', 0.00, 1040.22, 8.00, 1040.23, 1733.70, 9.00, 1733.71, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 381.41, 0.00
457, DATE '2011-01-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
458, DATE '2011-02-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
459, DATE '2011-03-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
460, DATE '2011-04-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
461, DATE '2011-05-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
462, DATE '2011-06-01', 0.00, 1106.90, 8.00, 1106.91, 1844.83, 9.00, 1844.84, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 405.86, 0.00
